emp_no,first_name,last_name,birth_date,from_date,to_date,dept_name
250596,Perry,Osgood,1955-05-25,1999-07-15,9999-01-01,Customer Service
250665,Shaowen,Panangaden,1961-06-20,1998-08-09,9999-01-01,Development
250698,Marla,Khasidashvili,1952-05-13,1999-06-16,9999-01-01,Production
250777,Sudharsan,Kading,1953-06-30,1999-01-30,9999-01-01,Sales
250863,Tadahiro,Rande,1952-04-15,1998-07-16,9999-01-01,Development
251122,Yunming,Hmelo,1960-01-25,1999-04-06,9999-01-01,Production
251224,Georgy,Weedon,1961-08-19,2000-01-18,9999-01-01,Development
251260,Xuejun,Alpin,1954-05-31,1999-09-07,9999-01-01,Sales
251277,Manibrata,Negoita,1953-09-21,1999-12-21,9999-01-01,Production
251283,Giao,Yamaashi,1958-10-29,1999-10-10,9999-01-01,Production
251381,Guenter,Mungall,1960-08-07,1999-03-16,9999-01-01,Production
251394,Berthier,Hmelo,1955-04-14,1999-02-06,9999-01-01,Marketing
251463,Kshitij,Pouyioutas,1961-08-24,1998-06-15,9999-01-01,Production
251517,Katsuyuki,Guerreiro,1954-09-01,1998-03-13,9999-01-01,Human Resources
251843,Chriss,Oberman,1956-03-25,1998-08-26,9999-01-01,Development
251906,Jiong,Turnbull,1964-10-11,1999-05-17,9999-01-01,Finance
251949,Arunas,Maginnis,1964-01-28,1998-11-21,9999-01-01,Development
251983,Yakkov,Erva,1963-03-29,1999-02-07,9999-01-01,Sales
251992,Sachin,Falby,1959-09-22,1999-10-10,9999-01-01,Marketing
252039,Mads,Weedman,1960-09-16,2000-01-18,9999-01-01,Development
252100,Muzhong,Boyle,1952-05-25,1998-07-30,9999-01-01,Human Resources
252218,Sariel,Wendorf,1959-09-07,1998-09-22,9999-01-01,Development
252254,Mariangiola,Ecklund,1959-06-13,1999-05-12,9999-01-01,Production
252297,Wonhee,Lunt,1964-05-17,1998-09-08,9999-01-01,Development
252300,Spyrose,Garnick,1955-06-26,1999-02-08,9999-01-01,Development
252414,Bodo,Bellmore,1958-05-14,1998-05-30,9999-01-01,Marketing
252487,Gennady,Aloia,1957-11-09,1998-10-06,9999-01-01,Sales
252492,Shounak,Ghemri,1960-02-26,1999-06-25,9999-01-01,Sales
252625,Weiyi,Cronin,1952-03-04,1998-05-18,9999-01-01,Development
252656,Moti,Nourani,1955-12-17,1999-10-28,9999-01-01,Customer Service
252657,Shuzo,Hopewell,1964-01-07,1999-07-02,9999-01-01,Research
252943,Nagui,Argence,1961-06-11,1999-08-21,9999-01-01,Finance
252996,Elzbieta,Puppe,1960-09-01,1999-06-05,9999-01-01,Customer Service
253038,Padma,Iacovou,1960-08-04,1998-09-05,9999-01-01,Production
253108,Arlette,Fraisse,1961-11-26,1998-07-22,9999-01-01,Customer Service
253278,Kazuhito,Parveen,1957-11-08,1998-12-22,9999-01-01,Sales
253282,Shounak,McConalogue,1957-08-01,1998-08-14,9999-01-01,Research
253305,Faiza,Rissanen,1963-09-02,1998-04-08,9999-01-01,Production
253412,Mohammed,Gire,1964-12-30,1999-02-21,9999-01-01,Production
253497,Sajjan,Scharstein,1960-10-20,1999-06-21,9999-01-01,Quality Management
253520,Khun,McDermid,1953-08-22,1999-07-21,9999-01-01,Development
253560,Arfst,Stiles,1961-09-14,1998-08-25,9999-01-01,Research
253564,Rafael,Andreotta,1960-02-14,1999-09-18,9999-01-01,Development
253631,Mona,Kirkerud,1958-10-01,2000-06-17,9999-01-01,Customer Service
253640,Fun,Panienski,1958-07-04,2000-12-17,9999-01-01,Development
253674,Sadun,Melski,1957-04-08,1998-11-15,9999-01-01,Production
253759,Mohit,Koshino,1963-01-03,1999-11-19,9999-01-01,Customer Service
253795,Seongbae,Jumpertz,1964-05-18,1998-09-06,9999-01-01,Finance
253999,Jiang,Cheshire,1959-10-03,1998-11-14,9999-01-01,Sales
254061,Krister,Kermarrec,1953-01-28,1998-10-10,9999-01-01,Development
254066,Ebru,Trogemann,1961-11-28,2000-09-03,9999-01-01,Production
254068,JoAnne,Baar,1963-04-20,1999-03-26,9999-01-01,Development
254118,Pasqua,Luft,1952-05-30,1998-07-01,9999-01-01,Customer Service
254184,Hercules,Kobara,1952-08-27,1998-01-25,9999-01-01,Development
254285,Neven,Naudin,1960-04-08,2000-01-16,9999-01-01,Marketing
254397,Arunas,Brookner,1964-01-30,1998-12-27,9999-01-01,Development
254411,Jianhui,Garnier,1962-11-09,1998-09-30,9999-01-01,Development
254465,Katsuo,Zeilberger,1959-11-03,1999-12-20,9999-01-01,Development
254478,Paraskevi,Gelosh,1953-11-08,1999-10-05,9999-01-01,Quality Management
254487,Kellyn,Busillo,1959-08-03,1999-09-11,9999-01-01,Sales
254588,Alper,Jiang,1953-06-04,1998-12-23,9999-01-01,Development
254603,Dannz,Simkin,1952-08-11,1998-10-21,9999-01-01,Production
254641,Mansur,Jenevein,1960-07-07,1999-11-14,9999-01-01,Development
254722,Cullen,Iisaka,1961-08-15,1999-10-29,9999-01-01,Development
254738,Brewster,Valette,1959-03-10,1999-02-12,9999-01-01,Marketing
254911,Shalesh,Orlowska,1952-09-04,1999-06-18,9999-01-01,Sales
254930,Xinyu,Birke,1955-07-02,2000-02-01,9999-01-01,Sales
254958,Alagu,Thummel,1960-03-16,1998-03-10,9999-01-01,Development
254960,Kazuhito,Luby,1952-02-16,1998-12-09,9999-01-01,Development
255082,Deniz,Brendel,1960-02-11,1999-04-04,9999-01-01,Development
255089,Chaitali,Comellas,1957-04-22,1998-12-12,9999-01-01,Marketing
255091,Woody,Curless,1958-02-06,1998-02-02,9999-01-01,Production
255162,Leni,Willoner,1961-02-12,1999-02-02,9999-01-01,Production
255227,Sven,Budinsky,1955-10-07,1998-02-20,9999-01-01,Production
255237,Halsur,Camurati,1958-12-19,1999-07-10,9999-01-01,Sales
255369,Valeri,Luft,1952-03-15,1998-04-02,9999-01-01,Sales
255380,Candido,Passafiume,1956-12-11,1998-07-29,9999-01-01,Development
255584,Mikhail,Hiltgen,1964-03-24,1998-10-23,9999-01-01,Sales
255587,Zine,Heinisuo,1953-11-28,1999-09-10,9999-01-01,Sales
255622,Parto,Zuberek,1952-11-25,1999-02-26,9999-01-01,Quality Management
255635,Lidong,Marshall,1962-06-01,1999-02-27,9999-01-01,Development
255661,Xiaoshan,Rusterholz,1964-10-05,2000-03-08,9999-01-01,Marketing
256010,Kristen,Swick,1961-06-18,1999-05-22,9999-01-01,Production
256017,Ramachenga,Bednarek,1955-12-24,1998-08-10,9999-01-01,Development
256101,Ingmar,Hiltgen,1952-12-19,1998-02-14,9999-01-01,Sales
256226,Sachar,Tsunoo,1959-10-17,1999-08-01,9999-01-01,Production
256377,Maja,Couchot,1952-08-05,1998-07-28,9999-01-01,Production
256436,Szabolcs,Avouris,1952-05-19,1999-03-31,9999-01-01,Customer Service
256483,Pradeep,Oppitz,1964-05-18,1998-01-27,9999-01-01,Quality Management
256540,Branimir,Cichocki,1957-01-02,1998-04-05,9999-01-01,Production
256618,Fumitaka,Hettesheimer,1952-08-06,1998-01-24,9999-01-01,Development
256729,Shen,Meszaros,1954-08-25,1999-08-04,9999-01-01,Development
256802,Felicidad,Pelz,1962-03-06,2000-04-25,9999-01-01,Research
256804,Mabhin,Isard,1963-11-21,1999-05-28,9999-01-01,Development
256882,Shaw,Peha,1963-01-14,1998-04-04,9999-01-01,Production
256945,Masamitsu,Panienski,1963-06-17,1998-06-07,9999-01-01,Production
256967,Byong,Seiwald,1964-11-16,1999-08-23,9999-01-01,Quality Management
256972,Mingzeng,Passino,1959-02-17,1999-04-09,9999-01-01,Production
257066,Kankanahalli,Przulj,1963-03-01,1998-01-20,9999-01-01,Human Resources
257070,Mayumi,Beznosov,1957-11-27,2001-05-11,9999-01-01,Quality Management
257149,Karsten,Keohane,1961-06-21,1999-05-29,9999-01-01,Development
257462,Shigehito,Paciorek,1962-04-19,2001-05-06,9999-01-01,Customer Service
257524,Masadi,Plessier,1964-08-14,1999-04-15,9999-01-01,Research
257568,Emdad,Schmezko,1956-09-29,1999-07-13,9999-01-01,Research
257593,Ortrud,Alblas,1954-03-20,1999-02-06,9999-01-01,Quality Management
257691,Guenter,Bernardinello,1958-06-02,2000-01-16,9999-01-01,Quality Management
257738,Dulce,Schapiro,1956-05-20,1998-05-25,9999-01-01,Production
257894,Paloma,Stroustrup,1958-03-03,1999-02-06,9999-01-01,Sales
258093,Jaewoo,Papsdorf,1958-07-23,1998-04-29,9999-01-01,Development
258106,Keung,Kieras,1956-09-29,1999-06-04,9999-01-01,Development
258150,Mingsen,Brobst,1954-07-31,1998-06-03,9999-01-01,Development
258160,Shin,Beilner,1953-12-05,1998-02-05,9999-01-01,Development
258208,Divine,Lores,1963-09-16,2002-02-08,9999-01-01,Sales
258323,Arif,Spinelli,1961-11-12,1999-08-03,9999-01-01,Customer Service
258367,Tze,Matzen,1961-05-04,1998-12-03,9999-01-01,Customer Service
258403,Flemming,Danner,1957-04-19,2002-05-26,9999-01-01,Quality Management
258406,Qiwen,Lortz,1960-10-21,1998-11-03,9999-01-01,Customer Service
258449,Arvind,Bouloucos,1954-07-07,1999-09-05,9999-01-01,Production
258467,Pasqua,Gammage,1960-10-22,2001-04-10,9999-01-01,Research
258573,Gilbert,Zykh,1959-12-19,1998-06-13,9999-01-01,Marketing
258601,Genta,Wilharm,1964-07-15,1999-05-21,9999-01-01,Production
258619,Atreye,Feldmann,1957-11-02,1998-07-25,9999-01-01,Production
258701,Carrsten,Shrader,1953-02-06,1998-06-17,9999-01-01,Development
258887,Kristen,Ouhyoung,1957-12-25,1998-06-23,9999-01-01,Marketing
258954,Munir,Shiratori,1962-07-08,1999-07-28,9999-01-01,Customer Service
259064,Vasilii,Kading,1952-07-29,1999-11-17,9999-01-01,Customer Service
259141,Gil,Delgrande,1958-10-23,1998-03-09,9999-01-01,Development
259156,Radhika,Verhoeff,1956-05-26,1999-08-20,9999-01-01,Production
259234,Jayson,Leaver,1954-03-20,1998-01-14,9999-01-01,Development
259267,Fusako,Cappello,1960-10-19,1999-06-03,9999-01-01,Development
259288,Mamdouh,Falco,1955-02-16,1998-05-04,9999-01-01,Development
259472,Padma,Kalefeld,1960-07-30,1998-01-15,9999-01-01,Human Resources
259484,Serap,Benzmuller,1961-06-22,1999-09-02,9999-01-01,Research
259588,Jacqueline,Crelier,1960-06-01,1998-09-14,9999-01-01,Production
259638,Georgi,Rusterholz,1956-03-30,1998-07-07,9999-01-01,Development
259729,Weidon,Foong,1954-03-19,1998-03-09,9999-01-01,Human Resources
259836,Fay,Meriste,1956-02-05,1999-04-17,9999-01-01,Production
259927,Basil,McFarlin,1957-05-13,1998-08-02,9999-01-01,Finance
260204,Sibyl,Murrill,1957-08-05,1999-06-23,9999-01-01,Development
260237,Debaprosad,Oaver,1964-08-17,1999-07-16,9999-01-01,Production
260340,Toshimitsu,Mellouli,1956-03-24,1998-06-13,9999-01-01,Development
260428,Oddvar,Lowrie,1962-12-19,1998-09-29,9999-01-01,Production
260528,Sadok,Famili,1960-01-16,1998-08-05,9999-01-01,Sales
260539,Gift,Rodier,1960-02-20,1998-01-05,9999-01-01,Marketing
260610,Berthier,Tasistro,1962-08-14,1998-05-22,9999-01-01,Sales
260811,Debaprosad,Shinomoto,1958-03-09,1998-05-11,9999-01-01,Development
260892,Mona,Lorch,1960-03-30,1999-12-12,9999-01-01,Finance
260898,Magy,Wroclawski,1958-03-18,1999-04-07,9999-01-01,Production
260908,Waiman,Braunschweig,1959-06-25,1999-12-12,9999-01-01,Production
260919,Mari,Luca,1963-02-09,1998-11-05,9999-01-01,Development
260950,Prasadram,Besselaar,1953-01-30,1998-09-24,9999-01-01,Finance
261038,Shimshon,Zeleznik,1959-06-19,1998-11-03,9999-01-01,Sales
261066,Sugwoo,Hashii,1958-05-31,1999-04-06,9999-01-01,Production
261124,Dietrich,Brodal,1960-02-09,2001-12-03,9999-01-01,Research
261134,Alois,Fabrizio,1954-11-01,1998-11-27,9999-01-01,Customer Service
261250,Martine,Babb,1957-06-14,1999-03-09,9999-01-01,Production
261323,Guoxiang,Reistad,1959-06-11,1999-10-30,9999-01-01,Development
261388,Jaideep,Reutenauer,1957-08-27,1998-05-11,9999-01-01,Production
261400,Chinho,Schaaf,1956-07-12,1999-04-05,9999-01-01,Sales
261430,Oksana,Roccetti,1963-07-18,1998-10-11,9999-01-01,Development
261483,Janche,Hooghiemstra,1958-09-10,1999-04-12,9999-01-01,Sales
261508,Zeljko,Benzmuller,1960-09-20,1998-07-13,9999-01-01,Sales
261605,Kristen,Tasistro,1960-03-17,1998-10-09,9999-01-01,Development
261631,Jianhua,Huttel,1965-01-08,1998-02-23,9999-01-01,Development
261647,Serenella,Kushner,1958-03-25,1998-03-05,9999-01-01,Sales
261658,Kyoichi,Cooke,1961-02-08,1998-05-26,9999-01-01,Development
261706,Kousuke,Antonakopoulos,1957-03-04,1998-12-16,9999-01-01,Development
261770,Arup,Terekhov,1961-09-28,1999-09-07,9999-01-01,Sales
261787,Tesuya,Stenning,1957-01-06,2000-01-06,9999-01-01,Production
261898,Arif,Rodite,1959-03-07,1999-11-26,9999-01-01,Quality Management
261938,Zhensheng,Czap,1960-11-08,1999-03-16,9999-01-01,Development
262140,Fan,Szemeredi,1964-01-27,1998-09-30,9999-01-01,Customer Service
262152,Yoshinari,Schwabacher,1958-01-31,2000-01-21,9999-01-01,Human Resources
262338,Taisook,Highland,1952-07-23,2000-12-04,9999-01-01,Research
262490,Subhrajyoti,Homond,1958-12-22,1999-06-01,9999-01-01,Development
262584,Lenore,Lunn,1964-05-01,1998-11-12,9999-01-01,Development
262593,Berthier,Ertl,1963-09-09,1998-04-09,9999-01-01,Finance
262628,Ekawit,Erman,1959-03-10,2002-06-10,9999-01-01,Customer Service
262642,Xiaoheng,Alameldin,1953-06-28,1999-11-11,9999-01-01,Research
262797,Moni,Perry,1955-08-24,1998-11-02,9999-01-01,Production
262820,Satyanarayana,Sooriamurthi,1959-04-08,1999-03-30,9999-01-01,Human Resources
263114,Karoline,Takkinen,1964-11-04,2000-05-24,9999-01-01,Production
263135,Stafford,Heering,1959-09-24,1998-02-12,9999-01-01,Quality Management
263488,Jiann,Scallan,1956-11-23,1998-07-16,9999-01-01,Marketing
263570,Serge,Holburn,1956-04-11,1998-11-21,9999-01-01,Research
263593,Huai,Wissmann,1964-09-20,1998-03-13,9999-01-01,Development
263597,Achilleas,Pettis,1953-03-29,1998-04-16,9999-01-01,Development
263631,Katsuyuki,Yetto,1957-03-12,1998-01-25,9999-01-01,Development
263637,Maja,Stamatiou,1955-09-06,1998-07-30,9999-01-01,Development
263688,Qingxiang,Porenta,1964-10-10,1998-02-17,9999-01-01,Sales
263889,Wayne,Nanard,1962-12-14,1998-06-08,9999-01-01,Development
263994,Alain,Massonet,1955-11-15,1999-12-06,9999-01-01,Development
264073,Ipke,Sullins,1959-03-17,1999-09-06,9999-01-01,Production
264103,Shigeu,Szmurlo,1955-08-04,1999-09-27,9999-01-01,Production
264221,Izaskun,Vingron,1959-12-28,1998-08-17,9999-01-01,Production
264237,Shaowen,Sigstam,1952-05-08,1998-06-05,9999-01-01,Sales
264276,Nechama,Cyne,1953-12-09,1999-01-16,9999-01-01,Finance
264341,Shin,Staelin,1961-04-19,1998-12-12,9999-01-01,Sales
264359,Kazuhiro,Hoogerwoord,1954-03-28,1999-04-14,9999-01-01,Finance
264378,Premsyl,Puppo,1964-07-13,1999-07-16,9999-01-01,Development
264391,Shaw,Hambrick,1960-03-30,1998-06-13,9999-01-01,Development
264509,Kensei,Schicker,1956-03-05,1999-09-30,9999-01-01,Production
264521,Suvo,Boissier,1955-03-20,1999-10-09,9999-01-01,Development
264815,Tiina,Sigstam,1954-11-05,2000-01-11,9999-01-01,Production
264883,Vitaly,Hanabata,1954-10-17,1999-10-28,9999-01-01,Production
264942,Mariangiola,Kornyak,1961-01-25,1998-06-11,9999-01-01,Sales
265057,Thodoros,Openshaw,1952-04-16,1999-08-25,9999-01-01,Production
265069,Mabry,Shumilov,1963-10-29,1998-08-28,9999-01-01,Production
265347,Arvin,Linares,1959-04-13,1999-04-24,9999-01-01,Sales
265438,Nalini,Gire,1961-10-25,1998-09-06,9999-01-01,Customer Service
265493,Michaela,Gopalakrishnan,1952-04-21,1999-12-26,9999-01-01,Production
265636,Arve,Benantar,1954-08-05,1998-08-09,9999-01-01,Sales
265641,Rosine,Dalphin,1960-03-02,1999-04-14,9999-01-01,Human Resources
265758,Lenore,Molberg,1956-11-20,1998-12-05,9999-01-01,Sales
265832,Zissis,Biran,1954-09-30,1999-07-26,9999-01-01,Customer Service
265949,Amabile,Polupanov,1956-02-13,1998-12-29,9999-01-01,Production
265996,Shooichi,Karnin,1953-05-04,1998-04-02,9999-01-01,Sales
266050,Mingdong,Adachi,1952-11-11,1999-11-03,9999-01-01,Human Resources
266077,Xianlong,Conte,1959-03-22,1998-09-14,9999-01-01,Development
266157,Hidefumi,Luby,1952-10-20,1999-01-29,9999-01-01,Sales
266365,Francoise,Gniady,1956-01-03,1999-03-13,9999-01-01,Development
266387,Tsutomu,Kornyak,1953-11-10,1999-04-20,9999-01-01,Human Resources
266435,Rafail,Siprelle,1964-07-26,1999-02-14,9999-01-01,Finance
266495,Phule,Janocha,1959-01-06,1998-04-23,9999-01-01,Development
266551,Lena,Pintelas,1957-02-06,2001-04-09,9999-01-01,Production
266569,Aksel,Rattan,1964-07-23,1999-12-10,9999-01-01,Customer Service
267005,Filipe,Condotta,1961-03-21,2000-05-23,9999-01-01,Customer Service
267009,Jaber,Irland,1952-08-02,1999-05-13,9999-01-01,Quality Management
267108,True,Bierbaum,1962-07-06,1998-10-01,9999-01-01,Human Resources
267140,Hugh,Heuser,1956-09-16,2002-05-20,9999-01-01,Production
267153,Tsuneo,Wendorf,1964-09-05,1998-05-03,9999-01-01,Customer Service
267207,Elvis,Peak,1961-06-28,2001-01-12,9999-01-01,Production
267286,Zijian,Himler,1963-05-24,1998-01-21,9999-01-01,Research
267364,Mart,Baek,1952-11-29,1999-06-28,9999-01-01,Marketing
267394,Gererd,Zuberek,1954-06-16,1999-10-15,9999-01-01,Production
267437,Naraig,Servi,1955-04-01,2002-06-07,9999-01-01,Customer Service
267461,Mack,Swist,1952-06-29,1998-03-08,9999-01-01,Customer Service
267487,Florina,Brlek,1958-07-04,1998-08-09,9999-01-01,Production
267514,Sumant,Vickson,1956-01-04,1998-08-25,9999-01-01,Human Resources
267557,Heng,Taneja,1959-01-17,1999-02-13,9999-01-01,Production
267652,Peer,Clemencon,1954-07-24,1999-04-23,9999-01-01,Development
267812,Dmitri,Minakawa,1952-05-10,1998-06-26,9999-01-01,Sales
267824,Sachio,Begiun,1960-04-27,1998-09-22,9999-01-01,Development
267875,Remmert,Ghelli,1958-10-01,2000-01-15,9999-01-01,Production
267917,Jiann,Terlouw,1961-08-11,1998-08-09,9999-01-01,Production
267965,Manton,Bain,1961-02-12,1999-01-20,9999-01-01,Development
267999,Mack,Pargas,1964-09-16,2001-05-22,9999-01-01,Development
268000,Samphel,Heiserman,1954-01-14,1999-11-25,9999-01-01,Development
268237,Otilia,Engelmann,1960-01-20,1998-08-20,9999-01-01,Customer Service
268260,Zine,Undy,1961-04-24,1998-09-18,9999-01-01,Finance
268384,Aruna,Kambil,1953-04-16,2000-01-15,9999-01-01,Marketing
268451,Rasiah,Marciano,1963-08-02,2000-01-04,9999-01-01,Development
268464,Wojceich,Zielinski,1959-04-20,1998-01-16,9999-01-01,Sales
268555,Rildo,Kornyak,1954-07-31,1999-09-22,9999-01-01,Development
268571,Ronghao,Manderick,1960-05-28,2001-01-28,9999-01-01,Production
268718,Indrajit,Luan,1958-02-23,1998-10-25,9999-01-01,Quality Management
268804,Shuho,Peng,1952-05-15,1999-07-12,9999-01-01,Marketing
269134,Serge,Barriga,1953-10-04,2000-01-16,9999-01-01,Human Resources
269172,Bernardo,Gewali,1953-06-12,1999-01-08,9999-01-01,Research
269413,Zhensheng,Rodiger,1954-08-23,1998-12-28,9999-01-01,Human Resources
269450,Baoqiu,Simmen,1953-07-11,1999-03-23,9999-01-01,Development
269575,Stabislas,Asser,1962-07-16,1998-08-11,9999-01-01,Development
269608,Shooichi,Liesche,1963-01-20,1999-09-28,9999-01-01,Human Resources
269738,Aksel,Waymire,1959-12-10,1998-05-04,9999-01-01,Production
269840,Jianhua,Rullman,1956-10-17,2000-01-01,9999-01-01,Research
269870,Aamer,Soloway,1952-12-09,1998-06-21,9999-01-01,Finance
270377,Tiina,Baby,1964-07-23,1999-12-05,9999-01-01,Development
270433,Yakichi,Maksimenko,1958-09-20,1999-02-11,9999-01-01,Production
270466,Gay,Stranks,1957-01-15,1998-08-27,9999-01-01,Quality Management
270549,Zhenbing,Kitsuregawa,1958-09-11,1998-08-12,9999-01-01,Research
270589,Jinpo,Blokdijk,1952-09-27,1998-05-30,9999-01-01,Development
270817,Arra,Petersohn,1958-03-06,1999-01-09,9999-01-01,Research
270935,Shan,Jenevein,1954-02-10,1998-11-01,9999-01-01,Sales
270991,Rosita,Fujisawa,1958-12-21,1999-12-20,9999-01-01,Marketing
271003,Percy,Rosis,1964-03-31,1998-04-28,9999-01-01,Development
271108,Alejandro,Seuren,1963-06-05,1998-06-29,9999-01-01,Sales
271346,Shigeaki,Jiang,1956-02-10,1998-04-02,9999-01-01,Customer Service
271379,Weijing,Siksek,1960-03-03,1998-08-05,9999-01-01,Customer Service
271431,Keiichiro,Provine,1959-06-29,1998-10-17,9999-01-01,Production
271664,Eben,Zizka,1962-09-04,2000-12-03,9999-01-01,Production
271686,Georgi,Collavizza,1962-01-01,1998-10-19,9999-01-01,Customer Service
271768,Fabrizio,Morrow,1962-01-29,1998-05-12,9999-01-01,Development
271912,Remzi,Snedden,1954-01-19,1999-07-29,9999-01-01,Marketing
271931,Weidon,Sabnani,1956-04-29,1998-06-12,9999-01-01,Customer Service
271954,Bernt,Kading,1961-05-27,1998-09-27,9999-01-01,Marketing
272017,Dmitry,Karner,1957-05-15,1999-07-13,9999-01-01,Finance
272152,Randi,Chvatal,1964-04-30,1999-08-22,9999-01-01,Customer Service
272237,Hercules,Setiz,1960-02-11,2000-12-17,9999-01-01,Customer Service
272303,Miyeon,Rodier,1961-12-14,1999-08-23,9999-01-01,Human Resources
272382,Erzsebet,Rubsam,1962-10-04,1999-10-18,9999-01-01,Quality Management
272475,Shai,Peres,1954-12-17,1998-10-15,9999-01-01,Human Resources
272503,Samphel,Hemaspaandra,1964-05-13,1999-04-12,9999-01-01,Development
272580,Pragnesh,Ginneken,1956-12-08,1998-02-08,9999-01-01,Development
272598,Subhankar,Marrakchi,1952-08-30,1999-02-26,9999-01-01,Finance
272679,Jacqueline,Dalton,1960-10-02,1999-10-29,9999-01-01,Production
272807,Georg,Eickenmeyer,1961-03-27,1999-09-03,9999-01-01,Sales
272879,Ashish,Fontet,1959-02-05,2000-01-11,9999-01-01,Sales
272928,Mokhtar,Seghrouchni,1957-11-20,2000-01-20,9999-01-01,Customer Service
273097,Fumiya,Hoppenstand,1952-11-29,1999-03-31,9999-01-01,Development
273162,Jayesh,Trachtenberg,1955-01-28,1998-02-24,9999-01-01,Sales
273203,Jeanne,Merli,1961-12-23,1998-03-24,9999-01-01,Production
273241,Yannis,Massonet,1958-03-29,1999-03-26,9999-01-01,Customer Service
273285,Mabhin,Beetstra,1955-06-01,1998-09-14,9999-01-01,Research
273290,Navid,Bahk,1960-08-12,1999-05-28,9999-01-01,Development
273345,Shigeaki,Biran,1961-03-31,1999-06-01,9999-01-01,Quality Management
273351,Kolar,Tanemo,1953-08-28,1998-03-09,9999-01-01,Development
273410,Angel,Binding,1963-03-07,2001-10-29,9999-01-01,Customer Service
273558,Pohua,Pollock,1962-09-25,1999-01-09,9999-01-01,Sales
273613,Pranav,Loncour,1957-02-27,1998-09-29,9999-01-01,Marketing
273661,Alper,Heijenga,1952-11-29,1999-07-07,9999-01-01,Quality Management
273706,Chaoyi,Biron,1959-08-26,1999-10-29,9999-01-01,Development
273708,Dines,Marrevee,1959-03-18,1999-10-05,9999-01-01,Marketing
273811,Cullen,Hellwagner,1958-01-27,1999-07-25,9999-01-01,Production
273907,Alselm,Uhrig,1963-01-05,1999-02-18,9999-01-01,Development
274012,Clyde,Ramaiah,1964-05-13,1998-11-02,9999-01-01,Sales
274027,Byong,Lenart,1960-04-06,1998-03-31,9999-01-01,Development
274031,Hyuckchul,Fiutem,1955-09-30,1998-06-26,9999-01-01,Development
274033,Pranjal,Schwabacher,1953-06-04,1999-12-15,9999-01-01,Development
274036,Hongzue,Butner,1954-11-03,1998-09-08,9999-01-01,Production
274091,Elvia,Angel,1955-06-26,1998-12-03,9999-01-01,Marketing
274225,Fumitaka,Fioravanti,1955-01-23,2002-02-05,9999-01-01,Research
274303,Val,Gustavson,1952-10-31,1998-08-01,9999-01-01,Production
274306,Naraig,Birrer,1959-07-28,1998-05-24,9999-01-01,Finance
274316,Irena,Khamsi,1958-03-17,1998-12-13,9999-01-01,Research
274353,Dharmaraja,Cochrane,1957-07-09,2000-01-04,9999-01-01,Production
274370,Toshimo,Ratnaker,1962-10-14,2001-05-09,9999-01-01,Production
274477,Stafford,Gulak,1959-12-12,1998-10-20,9999-01-01,Quality Management
274481,Przemyslawa,Gammage,1964-07-09,1999-08-16,9999-01-01,Sales
274556,Akemi,Ritcey,1963-06-13,1999-07-05,9999-01-01,Human Resources
274648,Wojceich,Wixon,1959-04-08,1999-06-28,9999-01-01,Marketing
274650,Yakichi,Bondorf,1959-02-05,1999-06-01,9999-01-01,Development
274698,Tadanori,Munawer,1964-03-10,1999-02-17,9999-01-01,Sales
274721,Magdalena,Strooper,1952-06-26,1999-05-19,9999-01-01,Production
274758,Hongzhu,Koshino,1962-08-06,1998-06-10,9999-01-01,Production
274776,Ekawit,Fujisawa,1961-11-12,1999-07-04,9999-01-01,Customer Service
274794,Nitsan,Hertweck,1952-03-19,1999-03-16,9999-01-01,Production
274892,Anoosh,Muhlberg,1964-07-23,1999-08-06,9999-01-01,Development
274908,Surveyors,DuBourdieux,1959-01-28,1998-06-26,9999-01-01,Quality Management
274970,Jouni,Oppitz,1959-12-06,1998-03-11,9999-01-01,Development
275016,Woody,Compeau,1957-08-24,1998-09-06,9999-01-01,Development
275146,Oldrich,Bernardeschi,1958-01-21,1999-06-15,9999-01-01,Development
275240,Along,Samarati,1961-11-27,2000-01-21,9999-01-01,Development
275271,Moni,Naudin,1957-05-12,1998-07-28,9999-01-01,Development
275348,Woody,Gist,1955-10-28,1999-11-12,9999-01-01,Sales
275433,Susanne,Hutton,1957-12-03,2001-10-08,9999-01-01,Research
275532,Denis,Katiyar,1955-10-09,1998-05-02,9999-01-01,Customer Service
275537,Kellie,Redmiles,1959-12-08,1998-05-07,9999-01-01,Sales
275546,Gay,DuCasse,1954-06-25,1999-11-05,9999-01-01,Finance
275650,Xinan,Lammel,1959-10-13,1998-12-17,9999-01-01,Marketing
275682,Aria,Yamaashi,1962-06-30,2000-04-04,9999-01-01,Research
275834,Martial,Yamaashi,1954-01-06,1998-07-25,9999-01-01,Development
275836,Rosine,Birsak,1963-06-23,2000-12-20,9999-01-01,Research
275949,Apostol,Gelosh,1958-11-23,1999-03-31,9999-01-01,Development
275974,Hidefumi,Kugler,1963-08-08,1999-09-18,9999-01-01,Development
276065,Boalin,Iacovou,1960-06-01,1998-02-13,9999-01-01,Quality Management
276123,Margo,Gihr,1959-01-25,1998-08-02,9999-01-01,Quality Management
276129,Mack,Esteva,1963-04-13,1999-04-29,9999-01-01,Quality Management
276174,Karoline,Litecky,1953-04-12,1999-06-27,9999-01-01,Development
276207,Parto,Luby,1959-06-02,1998-02-03,9999-01-01,Production
276210,Nimmagadda,Coorg,1959-05-14,1999-04-14,9999-01-01,Production
